,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,Duration,Sent_per_Flow,received_per_Flow,Total_Bytes_used_for_Headers
3156,176.9.122.215,192.168.43.20,https,44644,TCP,1646094947.427066,0,405,391
3157,192.168.43.20,176.9.122.215,44644,https,TCP,1646094947.427119,66,0,52
3158,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.440781,0,66,52
3159,142.250.181.226,192.168.43.20,https,51776,TCP,1646094947.442868,0,66,52
3160,34.253.116.109,192.168.43.20,https,44924,TCP,1646094947.451948,0,66,52
3161,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.45199,0,66,52
3162,34.253.116.109,192.168.43.20,https,44924,TCP,1646094947.454144,0,284,270
3163,192.168.43.20,34.253.116.109,44924,https,TCP,1646094947.454223,66,0,52
3164,34.253.116.109,192.168.43.20,https,44924,TCP,1646094947.454293,0,104,90
3165,192.168.43.20,34.253.116.109,44924,https,TCP,1646094947.454299,66,0,52
3166,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.455211,0,66,52
3167,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.465598,0,607,593
3168,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.465644,66,0,52
3169,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.46579,0,1454,1440
3170,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.465798,66,0,52
3171,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.465989,0,1454,1440
3172,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466003,66,0,52
3173,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.466016,0,126,112
3174,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466052,66,0,52
3175,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.46625,0,1454,1440
3176,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466258,66,0,52
3177,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.46652,0,1454,1440
3178,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466534,66,0,52
3179,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.46673,0,1052,1038
3180,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466741,66,0,52
3181,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.466841,0,161,147
3182,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466846,66,0,52
3183,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.466955,0,105,91
3184,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.466962,66,0,52
3185,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.467067,105,0,91
3186,3.66.118.189,192.168.43.20,https,58652,TCP,1646094947.487357,0,271,257
3187,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.487402,66,0,52
3188,3.66.118.189,192.168.43.20,https,58652,TCP,1646094947.488696,0,104,90
3189,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.488728,66,0,52
3190,3.66.118.189,192.168.43.20,https,58652,TCP,1646094947.514048,0,271,257
3191,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.514174,66,0,52
3192,3.66.118.189,192.168.43.20,https,58652,TCP,1646094947.514268,0,104,90
3193,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.514279,66,0,52
3194,94.130.124.124,192.168.43.20,https,60448,TCP,1646094947.515641,0,66,52
3195,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.521503,0,1454,1440
3196,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.521557,66,0,52
3197,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.521667,0,1454,1440
3198,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.521676,66,0,52
3199,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.521943,0,1454,1440
3200,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.521956,66,0,52
3201,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.522045,0,437,423
3202,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.522053,66,0,52
3203,94.130.124.124,192.168.43.20,https,60448,TCP,1646094947.527364,0,900,886
3204,192.168.43.20,94.130.124.124,60448,https,TCP,1646094947.5274,66,0,52
3205,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.549032,130,0,116
3206,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.553483,236,0,222
3207,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.554929,459,0,445
3208,213.19.147.45,192.168.43.20,https,50996,TCP,1646094947.562246,0,100,86
3209,213.19.147.45,192.168.43.20,https,50996,TCP,1646094947.562319,0,54,40
3210,192.168.43.20,213.19.147.45,50996,https,TCP,1646094947.566036,100,0,86
3211,192.168.43.20,213.19.147.45,50996,https,TCP,1646094947.567426,85,0,71
3212,192.168.43.20,213.19.147.45,50996,https,TCP,1646094947.568798,54,0,40
3213,192.168.43.20,185.51.200.2,41050,domain,UDP,1646094947.628762,75,0,61
3214,192.168.43.20,185.51.200.2,55171,domain,UDP,1646094947.629003,75,0,61
3215,192.168.43.20,185.51.200.2,55157,domain,UDP,1646094947.629441,86,0,72
3216,192.168.43.20,185.51.200.2,49002,domain,UDP,1646094947.629754,86,0,72
3217,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.629932,0,66,52
3218,185.51.200.2,192.168.43.20,domain,41050,UDP,1646094947.650665,0,91,77
3219,185.51.200.2,192.168.43.20,domain,55171,UDP,1646094947.651188,0,103,89
3220,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.651509,0,66,52
3221,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.656276,0,674,660
3222,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.656395,66,0,52
3223,185.51.200.2,192.168.43.20,domain,55157,UDP,1646094947.656465,0,102,88
3224,185.51.200.2,192.168.43.20,domain,49002,UDP,1646094947.65649,0,114,100
3225,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.659933,97,0,83
3226,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.66104,0,66,52
3227,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.664424,0,97,83
3228,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.664457,66,0,52
3229,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.66653,0,66,52
3230,192.168.43.20,185.51.200.2,35688,domain,UDP,1646094947.674968,78,0,64
3231,192.168.43.20,185.51.200.2,36971,domain,UDP,1646094947.675179,78,0,64
3232,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.705469,253,0,239
3233,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.706194,0,636,622
3234,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.706227,66,0,52
3235,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.70635,0,1454,1440
3236,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.706356,66,0,52
3237,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.706366,0,96,82
3238,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.706398,66,0,52
3239,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.706627,0,1454,1440
3240,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.706678,66,0,52
3241,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.706691,0,474,460
3242,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.706723,66,0,52
3243,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.706777,0,105,91
3244,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.706783,66,0,52
3245,213.19.147.45,192.168.43.20,https,50996,TCP,1646094947.706896,0,54,40
3246,192.168.43.20,94.130.124.117,57150,https,TCP,1646094947.714926,105,0,91
3247,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.715879,101,0,87
3248,192.168.43.20,185.51.200.2,58297,domain,UDP,1646094947.718971,82,0,68
3249,192.168.43.20,142.250.186.68,50446,https,TCP,1646094947.721176,408,0,394
3250,192.168.43.20,94.130.124.117,52566,443,UDP,1646094947.728006,1399,0,1385
3251,185.51.200.2,192.168.43.20,domain,58297,UDP,1646094947.740344,0,166,152
3252,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.751608,218,0,204
3253,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.801401,0,66,52
3254,192.168.43.20,185.51.200.2,47299,domain,UDP,1646094947.812951,75,0,61
3255,192.168.43.20,185.51.200.2,51671,domain,UDP,1646094947.813304,75,0,61
3256,94.130.124.117,192.168.43.20,https,57150,TCP,1646094947.817938,0,66,52
3257,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.817981,0,66,52
3258,192.168.43.20,185.51.200.2,45976,domain,UDP,1646094947.819815,85,0,71
3259,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.821352,0,66,52
3260,192.168.43.20,176.9.122.183,52844,https,TCP,1646094947.823197,74,0,60
3261,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.83516,0,221,207
3262,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.835214,66,0,52
3263,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.835508,0,1454,1440
3264,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.835521,66,0,52
3265,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.835534,0,96,82
3266,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.83557,66,0,52
3267,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.835578,0,1454,1440
3268,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.835611,66,0,52
3269,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.835758,0,1454,1440
3270,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.835763,66,0,52
3271,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.835772,0,126,112
3272,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.835804,66,0,52
3273,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.835974,0,955,941
3274,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.835982,66,0,52
3275,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.836079,0,105,91
3276,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.836085,66,0,52
3277,185.51.200.2,192.168.43.20,domain,51671,UDP,1646094947.83619,0,75,61
3278,192.168.43.20,176.9.122.183,52834,https,TCP,1646094947.836258,105,0,91
3279,185.51.200.2,192.168.43.20,domain,47299,UDP,1646094947.836879,0,91,77
3280,192.168.43.20,176.9.122.215,44646,https,TCP,1646094947.838213,74,0,60
3281,185.51.200.2,192.168.43.20,domain,45976,UDP,1646094947.842218,0,85,71
3282,192.168.43.20,94.130.124.117,52566,443,ICMP,1646094947.84783,70,0,56
3283,185.51.200.2,192.168.43.20,domain,35688,UDP,1646094947.847895,0,153,139
3284,142.250.186.68,192.168.43.20,https,50446,TCP,1646094947.861881,0,66,52
3285,3.66.118.189,192.168.43.20,https,58652,TCP,1646094947.864301,0,271,257
3286,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.864385,66,0,52
3287,3.66.118.189,192.168.43.20,https,58652,TCP,1646094947.864451,0,104,90
3288,192.168.43.20,3.66.118.189,58652,https,TCP,1646094947.864456,66,0,52
3289,142.250.186.68,192.168.43.20,https,50446,TCP,1646094947.869382,0,835,821
3290,192.168.43.20,142.250.186.68,50446,https,TCP,1646094947.869418,66,0,52
3291,142.250.186.68,192.168.43.20,https,50446,TCP,1646094947.871583,0,851,837
3292,192.168.43.20,142.250.186.68,50446,https,TCP,1646094947.871619,66,0,52
3293,142.250.186.68,192.168.43.20,https,50446,TCP,1646094947.877273,0,195,181
3294,192.168.43.20,142.250.186.68,50446,https,TCP,1646094947.877351,66,0,52
3295,142.250.186.68,192.168.43.20,https,50446,TCP,1646094947.877376,0,105,91
3296,192.168.43.20,142.250.186.68,50446,https,TCP,1646094947.87741,66,0,52
3297,192.168.43.20,142.250.186.68,50446,https,TCP,1646094947.878236,105,0,91
3298,176.9.122.183,192.168.43.20,https,52844,TCP,1646094947.926855,0,74,60
3299,192.168.43.20,176.9.122.183,52844,https,TCP,1646094947.926919,66,0,52
3300,192.168.43.20,176.9.122.183,52844,https,TCP,1646094947.941171,583,0,569
3301,176.9.122.183,192.168.43.20,https,52834,TCP,1646094947.948881,0,66,52
3302,176.9.122.215,192.168.43.20,https,44646,TCP,1646094947.950998,0,74,60
3303,192.168.43.20,176.9.122.215,44646,https,TCP,1646094947.95107,66,0,52
3304,192.168.43.20,176.9.122.215,44646,https,TCP,1646094947.969545,583,0,569
3305,185.51.200.2,192.168.43.20,domain,36971,UDP,1646094947.99686,0,153,139
3306,192.168.43.20,185.51.200.2,52332,domain,UDP,1646094947.998063,78,0,64
3307,192.168.43.20,185.51.200.2,53659,domain,UDP,1646094947.998234,78,0,64
3308,185.51.200.2,192.168.43.20,domain,52332,UDP,1646094948.026004,0,153,139
3309,185.51.200.2,192.168.43.20,domain,53659,UDP,1646094948.02654,0,153,139
3310,142.250.186.68,192.168.43.20,https,50446,TCP,1646094948.029007,0,66,52
3311,192.168.43.20,94.130.124.117,52566,443,UDP,1646094948.031802,1399,0,1385
3312,192.168.43.20,185.51.200.2,57384,domain,UDP,1646094948.031899,78,0,64
3313,192.168.43.20,94.130.124.117,52566,443,UDP,1646094948.032153,1399,0,1385
3314,192.168.43.20,185.51.200.2,40151,domain,UDP,1646094948.032279,78,0,64
3315,54.204.56.244,192.168.43.20,https,58866,TCP,1646094948.049047,0,367,353
3316,192.168.43.20,54.204.56.244,58866,https,TCP,1646094948.049093,66,0,52
3317,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.053371,0,66,52
3318,185.51.200.2,192.168.43.20,domain,40151,UDP,1646094948.068957,0,153,139
3319,185.51.200.2,192.168.43.20,domain,57384,UDP,1646094948.069382,0,153,139
3320,192.168.43.20,185.51.200.2,43319,domain,UDP,1646094948.070297,78,0,64
3321,192.168.43.20,185.51.200.2,40383,domain,UDP,1646094948.070609,78,0,64
3322,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.071191,0,1454,1440
3323,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.071226,66,0,52
3324,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.073184,0,1454,1440
3325,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.073217,66,0,52
3326,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.073414,0,1454,1440
3327,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.073425,66,0,52
3328,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.073525,0,213,199
3329,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.073531,66,0,52
3330,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.080356,0,66,52
3331,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.085197,130,0,116
3332,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.087053,236,0,222
3333,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.087143,309,0,295
3334,185.51.200.2,192.168.43.20,domain,40383,UDP,1646094948.093811,0,153,139
3335,185.51.200.2,192.168.43.20,domain,43319,UDP,1646094948.093919,0,153,139
3336,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.105691,0,1454,1440
3337,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.10586,66,0,52
3338,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.105937,0,1454,1440
3339,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.105952,66,0,52
3340,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.106012,0,916,902
3341,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.106045,66,0,52
3342,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.139387,130,0,116
3343,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.143358,236,0,222
3344,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.14606,423,0,409
3345,192.168.43.20,94.130.124.117,52566,443,ICMP,1646094948.147859,70,0,56
3346,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.202005,0,66,52
3347,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.20727,0,674,660
3348,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.207348,66,0,52
3349,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.207444,0,66,52
3350,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.207457,0,66,52
3351,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.209868,0,97,83
3352,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.209902,66,0,52
3353,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.213211,97,0,83
3354,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.228011,0,1454,1440
3355,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.228089,66,0,52
3356,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.228151,0,637,623
3357,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.228157,66,0,52
3358,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.228252,0,1454,1440
3359,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.228258,66,0,52
3360,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.228268,0,96,82
3361,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.228305,66,0,52
3362,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.228446,0,1454,1440
3363,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.228456,66,0,52
3364,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.231264,0,1454,1440
3365,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.231295,66,0,52
3366,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.231363,0,126,112
3367,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.231648,66,0,52
3368,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.231986,0,1145,1131
3369,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.232126,66,0,52
3370,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.246344,0,66,52
3371,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.250782,0,646,632
3372,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.250835,66,0,52
3373,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.252802,0,66,52
3374,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.253412,97,0,83
3375,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.259364,0,97,83
3376,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.259415,66,0,52
3377,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.270302,0,456,442
3378,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.270383,66,0,52
3379,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.270442,0,105,91
3380,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.270448,66,0,52
3381,192.168.43.20,176.9.122.215,44646,https,TCP,1646094948.271584,105,0,91
3382,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.288567,214,0,200
3383,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.289592,101,0,87
3384,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.304955,203,0,189
3385,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.306039,0,361,347
3386,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.306395,66,0,52
3387,192.168.43.20,176.9.122.183,52844,https,TCP,1646094948.306454,105,0,91
3388,192.168.43.20,142.250.75.226,42676,https,TCP,1646094948.409726,175,0,161
3389,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.410096,0,66,52
3390,176.9.122.215,192.168.43.20,https,44646,TCP,1646094948.410121,0,66,52
3391,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410128,0,66,52
3392,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410133,0,66,52
3393,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410266,0,1454,1440
3394,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.410322,66,0,52
3395,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410378,0,528,514
3396,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.410387,66,0,52
3397,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410497,0,1454,1440
3398,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.410503,66,0,52
3399,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410667,0,1454,1440
3400,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.410674,66,0,52
3401,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410764,0,126,112
3402,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.41077,66,0,52
3403,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.410967,0,1454,1440
3404,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.41098,66,0,52
3405,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.41103,0,96,82
3406,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.411036,66,0,52
3407,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.41112,0,1454,1440
3408,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.411125,66,0,52
3409,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.411401,0,1454,1440
3410,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.411419,66,0,52
3411,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.411555,0,1454,1440
3412,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.411563,66,0,52
3413,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.411667,0,156,142
3414,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.411673,66,0,52
3415,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.41196,0,1454,1440
3416,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.411981,66,0,52
3417,176.9.122.176,192.168.43.20,4070,36442,TCP,1646094948.412051,0,77,63
3418,192.168.43.20,176.9.122.176,36442,4070,TCP,1646094948.412069,66,0,52
3419,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.412149,0,66,52
3420,176.9.122.183,192.168.43.20,https,52844,TCP,1646094948.414328,0,66,52
3421,192.168.43.20,94.130.124.125,41046,https,TCP,1646094948.421241,74,0,60
3422,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.516609,0,1454,1440
3423,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.516651,66,0,52
3424,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.516749,0,1454,1440
3425,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.516757,66,0,52
3426,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.516897,0,97,83
3427,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.516926,105,0,91
3428,94.130.124.125,192.168.43.20,https,41046,TCP,1646094948.526081,0,74,60
3429,192.168.43.20,94.130.124.125,41046,https,TCP,1646094948.526125,54,0,40
3430,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.541828,200,0,186
3431,192.168.43.20,94.130.124.125,41040,https,TCP,1646094948.557684,66,0,52
3432,94.130.124.125,192.168.43.20,https,41040,TCP,1646094948.6272,0,66,52
3433,192.168.43.20,94.130.124.117,52566,443,UDP,1646094948.633406,1399,0,1385
3434,192.168.43.20,94.130.124.117,52566,443,UDP,1646094948.63372,1399,0,1385
3435,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.65007,0,66,52
3436,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.662774,0,144,130
3437,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.66351,105,0,91
3438,192.168.43.20,142.250.181.226,51778,https,TCP,1646094948.665696,163,0,149
3439,192.168.43.20,94.130.124.117,52566,443,ICMP,1646094948.746264,70,0,56
3440,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.763822,0,66,52
3441,142.250.181.226,192.168.43.20,https,51778,TCP,1646094948.786109,0,66,52
3442,192.168.43.20,185.51.200.2,35150,domain,UDP,1646094948.791122,77,0,63
3443,192.168.43.20,185.51.200.2,47121,domain,UDP,1646094948.791301,77,0,63
3444,192.168.43.20,185.51.200.2,32768,domain,UDP,1646094948.79681,78,0,64
3445,192.168.43.20,185.51.200.2,42533,domain,UDP,1646094948.797001,78,0,64
3446,192.168.43.20,185.51.200.2,50560,domain,UDP,1646094948.806601,85,0,71
3447,185.51.200.2,192.168.43.20,domain,47121,UDP,1646094948.809842,0,158,144
3448,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.809999,211,0,197
3449,185.51.200.2,192.168.43.20,domain,35150,UDP,1646094948.81093,0,109,95
3450,192.168.43.20,54.77.222.43,54380,https,TCP,1646094948.815484,74,0,60
3451,185.51.200.2,192.168.43.20,domain,32768,UDP,1646094948.820903,0,94,80
3452,185.51.200.2,192.168.43.20,domain,42533,UDP,1646094948.82098,0,78,64
3453,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.822202,101,0,87
3454,185.51.200.2,192.168.43.20,domain,50560,UDP,1646094948.830283,0,113,99
3455,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.915291,0,66,52
3456,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.924326,0,66,52
3457,192.168.43.20,142.250.181.226,51776,https,TCP,1646094948.92536,810,0,796
3458,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.926505,0,395,381
3459,192.168.43.20,176.9.122.215,44648,https,TCP,1646094948.927337,74,0,60
3460,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.928646,0,1454,1440
3461,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.928691,66,0,52
3462,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.928788,0,96,82
3463,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.928794,0,1454,1440
3464,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.928867,66,0,52
3465,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.929071,0,1454,1440
3466,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.929172,0,126,112
3467,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.92919,66,0,52
3468,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.930274,0,1454,1440
3469,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.932346,0,1454,1440
3470,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.932416,66,0,52
3471,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.932477,0,126,112
3472,176.9.122.183,192.168.43.20,https,52834,TCP,1646094948.932999,0,178,164
3473,54.77.222.43,192.168.43.20,https,54380,TCP,1646094948.933102,0,74,60
3474,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.933116,66,0,52
3475,192.168.43.20,54.77.222.43,54380,https,TCP,1646094948.933145,66,0,52
3476,192.168.43.20,176.9.122.183,52834,https,TCP,1646094948.933178,105,0,91
3477,192.168.43.20,54.77.222.43,54380,https,TCP,1646094948.937721,583,0,569
3478,192.168.43.20,94.130.124.120,35370,https,TCP,1646094948.954888,815,0,801
3479,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.040973,0,74,60
3480,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.041126,66,0,52
3481,185.218.3.80,192.168.43.20,https,44114,TCP,1646094949.046348,0,190,176
3482,192.168.43.20,185.218.3.80,44114,https,TCP,1646094949.046435,66,0,52
3483,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.04755,583,0,569
